id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin_type,result_margin,team1_score,team2_score,eliminator,umpire1,umpire2
390,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,14,202,216,N,K Ananthapadmanabhan,A Deshmukh
391,2022,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Delhi Capitals,normal,runs,30,173,203,N,P Reiffel,R Pandit
392,2022,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,normal,wickets,5,177,175,N,A Deshmukh,J Madanagopal
393,2022,Chennai,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,normal,runs,13,180,167,N,N Menon,P Reiffel
394,2022,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,normal,wickets,1,149,145,N,M Erasmus,A Deshmukh
395,2022,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,tie,runs,0,210,210,Y,S Ravi,M Erasmus
396,2022,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,normal,wickets,1,196,197,N,P Reiffel,J Madanagopal
397,2022,Delhi,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Lucknow Super Giants,normal,wickets,5,145,147,N,N Menon,C Shamshuddin
398,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,tie,runs,0,186,186,Y,N Menon,M Erasmus
399,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,normal,wickets,5,178,183,N,M Erasmus,S Ravi
400,2022,Lucknow,"BRSABV Ekana Stadium, Lucknow",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,normal,runs,58,229,171,N,N Menon,R Pandit
401,2022,Mohali,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Gujarat Titans,normal,wickets,6,191,194,N,J Madanagopal,K Ananthapadmanabhan
402,2022,Chennai,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,normal,runs,79,144,223,N,K Ananthapadmanabhan,J Madanagopal
403,2022,Kolkata,"Eden Gardens, Kolkata",Punjab Kings,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,normal,runs,40,166,206,N,C Shamshuddin,J Madanagopal
404,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,Lucknow Super Giants,normal,wickets,7,192,196,N,V Kulkarni,J Madanagopal
405,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,35,218,183,N,J Madanagopal,C Shamshuddin
406,2022,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,normal,runs,15,213,198,N,J Madanagopal,K Ananthapadmanabhan
407,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,normal,wickets,6,159,163,N,V Kulkarni,J Madanagopal
408,2023,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,normal,wickets,1,171,169,N,J Madanagopal,A Deshmukh
409,2023,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bengaluru,normal,wickets,7,152,149,N,C Shamshuddin,A Deshmukh
410,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,normal,wickets,4,182,179,N,V Kulkarni,C Shamshuddin
411,2023,Delhi,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,20,202,182,N,K Ananthapadmanabhan,A Deshmukh
412,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,normal,runs,54,210,156,N,V Kulkarni,K Ananthapadmanabhan
413,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Kolkata Knight Riders,normal,wickets,7,162,164,N,A Deshmukh,P Reiffel
414,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,normal,runs,26,152,178,N,M Erasmus,S Ravi
415,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,Mumbai Indians,normal,runs,8,184,176,N,K Ananthapadmanabhan,S Ravi
416,2023,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,39,203,164,N,P Reiffel,C Shamshuddin
417,2023,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,normal,runs,18,196,214,N,S Ravi,V Kulkarni
418,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Mumbai Indians,normal,wickets,10,118,116,N,N Menon,V Kulkarni
419,2023,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Lucknow Super Giants,normal,runs,20,165,185,N,P Reiffel,C Shamshuddin
420,2023,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,tie,runs,0,197,197,Y,V Kulkarni,P Reiffel
421,2023,Chennai,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,bat,Punjab Kings,normal,wickets,4,165,161,N,V Kulkarni,S Ravi
422,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,40,222,182,N,C Shamshuddin,J Madanagopal
423,2023,Jaipur,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,normal,wickets,7,173,178,N,V Kulkarni,S Ravi
424,2023,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,3,165,166,N,J Madanagopal,C Shamshuddin
425,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,normal,runs,32,201,169,N,P Reiffel,J Madanagopal
426,2023,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,bat,Royal Challengers Bengaluru,normal,wickets,2,110,108,N,C Shamshuddin,J Madanagopal
427,2023,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,2,174,170,N,K Ananthapadmanabhan,J Madanagopal
428,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,7,171,169,N,K Ananthapadmanabhan,J Madanagopal
429,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,1,180,182,N,C Shamshuddin,S Ravi
430,2023,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Delhi Capitals,tie,runs,0,212,212,Y,M Erasmus,K Ananthapadmanabhan
431,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,6,153,152,N,R Pandit,M Erasmus
432,2023,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Royal Challengers Bengaluru,normal,runs,16,176,192,N,A Deshmukh,M Erasmus
433,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,normal,wickets,2,156,157,N,C Shamshuddin,R Pandit
434,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,normal,runs,11,195,184,N,J Madanagopal,R Pandit
435,2023,Mumbai,"Wankhede Stadium, Mumbai",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,17,149,166,N,V Kulkarni,A Deshmukh
436,2023,Jaipur,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Delhi Capitals,normal,wickets,5,200,197,N,M Erasmus,A Deshmukh
437,2023,Kolkata,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,normal,wickets,3,158,159,N,C Shamshuddin,S Ravi
438,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,normal,wickets,4,190,186,N,A Deshmukh,K Ananthapadmanabhan
439,2023,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Sunrisers Hyderabad,normal,wickets,3,188,189,N,M Erasmus,P Reiffel
440,2023,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Mumbai Indians,normal,runs,3,194,191,N,P Reiffel,J Madanagopal
441,2023,Delhi,"Arun Jaitley Stadium, Delhi",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Punjab Kings,normal,wickets,3,113,111,N,V Kulkarni,J Madanagopal
442,2023,Jaipur,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,normal,runs,23,190,213,N,M Erasmus,K Ananthapadmanabhan
443,2023,Chennai,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,normal,wickets,6,144,148,N,P Reiffel,R Pandit
444,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,normal,wickets,7,168,166,N,R Pandit,A Deshmukh
445,2023,Delhi,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,normal,wickets,2,196,197,N,R Pandit,K Ananthapadmanabhan
446,2023,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,normal,wickets,6,187,192,N,N Menon,A Deshmukh
447,2023,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Rajasthan Royals,normal,runs,27,211,238,N,J Madanagopal,R Pandit
448,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Lucknow Super Giants,normal,wickets,4,150,151,N,N Menon,M Erasmus
449,2023,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,normal,runs,41,175,216,N,A Deshmukh,C Shamshuddin
450,2023,Kolkata,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,4,179,175,N,N Menon,S Ravi
451,2023,Kolkata,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,3,190,189,N,P Reiffel,C Shamshuddin
452,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,normal,runs,65,209,144,N,N Menon,K Ananthapadmanabhan
453,2023,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,51,159,210,N,A Deshmukh,C Shamshuddin
454,2023,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,45,227,182,N,M Erasmus,S Ravi
455,2023,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,normal,runs,127,248,121,N,P Reiffel,C Shamshuddin
456,2023,Jaipur,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Gujarat Titans,normal,wickets,4,166,169,N,K Ananthapadmanabhan,V Kulkarni
457,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,normal,runs,76,130,206,N,N Menon,P Reiffel
458,2023,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,normal,runs,47,214,167,N,J Madanagopal,M Erasmus
459,2023,Jaipur,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,normal,runs,30,167,197,N,S Ravi,K Ananthapadmanabhan
460,2023,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Gujarat Titans,normal,runs,24,198,222,N,P Reiffel,J Madanagopal
461,2023,Delhi,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,28,176,148,N,P Reiffel,K Ananthapadmanabhan
462,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,normal,wickets,4,175,177,N,S Ravi,M Erasmus
463,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,normal,runs,40,209,169,N,J Madanagopal,P Reiffel
464,2023,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Lucknow Super Giants,normal,runs,14,187,201,N,V Kulkarni,R Pandit
465,2023,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,6,199,200,N,M Erasmus,A Deshmukh
466,2023,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,normal,wickets,9,107,111,N,R Pandit,P Reiffel
467,2023,Chennai,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,tie,runs,0,207,207,Y,V Kulkarni,C Shamshuddin
468,2023,Kolkata,"Eden Gardens, Kolkata",Punjab Kings,Gujarat Titans,Punjab Kings,bat,Punjab Kings,normal,runs,46,193,147,N,C Shamshuddin,K Ananthapadmanabhan
469,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Mumbai Indians,normal,runs,58,203,145,N,N Menon,R Pandit
470,2023,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,bat,Punjab Kings,normal,runs,28,181,209,N,C Shamshuddin,M Erasmus
471,2023,Mumbai,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,Royal Challengers Bengaluru,normal,runs,31,230,199,N,S Ravi,C Shamshuddin
472,2023,Jaipur,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,normal,wickets,6,147,151,N,A Deshmukh,N Menon
473,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,39,154,193,N,K Ananthapadmanabhan,S Ravi
474,2023,Mohali,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,18,167,185,N,N Menon,A Deshmukh
475,2023,Mumbai,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,66,205,139,N,V Kulkarni,N Menon
476,2023,Lucknow,"BRSABV Ekana Stadium, Lucknow",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,normal,runs,41,182,223,N,J Madanagopal,K Ananthapadmanabhan
